CCHE1D_Channel,Reach_ID,Contributing_Cell_ID_Source,Contributing_Cell_ID_Right,Contributing_Cell_ID_Left,Upstream_Reach_ID_1,Upstream_Reach_ID_2,y_US,x_US,y_DS,x_DS
711,102,0,1022,1023,104.0,103.0,3794720.6207244,234206.11401283,3794577.6207244,234331.11401283
374,539,5391,5392,5393,,,3794719.6207244,236047.11401283,3794569.6207244,236158.11401283
672,141,0,1412,1413,143.0,142.0,3794715.6207244,235231.11401283,3794713.6207244,235410.11401283
671,142,1421,1422,1423,,,3794710.6207244,235174.11401283,3794714.6207244,235230.11401283
451,462,4621,4622,4623,,,3794713.6207244,238212.11401283,3794647.6207244,238098.11401283
673,140,0,1402,1403,144.0,141.0,3794712.6207244,235410.11401283,3794572.6207244,235230.11401283
373,540,0,5402,5403,542.0,541.0,3794707.6207244,236210.11401283,3794569.6207244,236160.11401283
446,467,4671,4672,4673,,,3794557.6207244,238010.11401283,3794704.6207244,237982.11401283
453,460,0,4602,4603,466.0,461.0,3794647.6207244,238086.11401283,3794704.6207244,237983.11401283
394,519,5191,5192,5193,,,3794696.6207244,235588.11401283,3794703.6207244,235526.11401283
393,520,5201,5202,5203,,,3794674.6207244,235558.11401283,3794702.6207244,235526.11401283
421,492,0,4922,4923,496.0,493.0,3794657.6207244,236960.11401283,3794700.6207244,236927.11401283
422,491,4911,4912,4913,,,3794638.6207244,237005.11401283,3794700.6207244,236928.11401283
443,470,4701,4702,4703,,,3794607.6207244,237744.11401283,3794672.6207244,237489.11401283
442,471,0,4712,4713,473.0,472.0,3794654.6207244,237490.11401283,3794671.6207244,237488.11401283
417,496,4961,4962,4963,,,3794616.6207244,236948.11401283,3794656.6207244,236960.11401283
420,493,0,4932,4933,495.0,494.0,3794574.6207244,237026.11401283,3794656.6207244,236961.11401283
391,522,5221,5222,5223,,,3794652.6207244,235406.11401283,3794560.6207244,235265.11401283
440,473,0,4732,4733,479.0,474.0,3794534.6207244,237536.11401283,3794653.6207244,237489.11401283
441,472,4721,4722,4723,,,3794587.6207244,237533.11401283,3794653.6207244,237490.11401283
452,461,0,4612,4613,463.0,462.0,3794646.6207244,238097.11401283,3794647.6207244,238087.11401283
447,466,4661,4662,4663,,,3794588.6207244,238100.11401283,3794646.6207244,238087.11401283
450,463,0,4632,4633,465.0,464.0,3794582.6207244,238248.11401283,3794646.6207244,238098.11401283
449,464,4641,4642,4643,,,3794637.6207244,238296.11401283,3794583.6207244,238249.11401283
706,107,0,1072,1073,109.0,108.0,3794626.6207244,234491.11401283,3794382.6207244,234444.11401283
369,544,5441,5442,5443,,,3794623.6207244,236458.11401283,3794510.6207244,236338.11401283
708,105,1051,1052,1053,,,3794603.6207244,234342.11401283,3794578.6207244,234331.11401283
308,605,6051,6052,6053,,,3794594.6207244,238654.11401283,3794438.6207244,238506.11401283
448,465,4651,4652,4653,,,3794569.6207244,238287.11401283,3794582.6207244,238249.11401283
309,604,6041,6042,6043,,,3794582.6207244,238487.11401283,3794438.6207244,238505.11401283
727,86,861,862,863,,,3794579.6207244,233935.11401283,3794126.6207244,233859.11401283
712,101,0,1012,1013,105.0,102.0,3794577.6207244,234332.11401283,3794500.6207244,234332.11401283
419,494,4941,4942,4943,,,3794571.6207244,237053.11401283,3794573.6207244,237027.11401283
418,495,4951,4952,4953,,,3794132.6207244,237467.11401283,3794573.6207244,237026.11401283
674,139,0,1392,1393,521.0,140.0,3794571.6207244,235229.11401283,3794400.6207244,235051.11401283
392,521,0,5212,5213,523.0,522.0,3794560.6207244,235264.11401283,3794571.6207244,235230.11401283
375,538,0,5382,5383,540.0,539.0,3794568.6207244,236159.11401283,3794365.6207244,236144.11401283
675,138,1381,1382,1383,,,3794559.6207244,235075.11401283,3794401.6207244,235051.11401283
390,523,0,5232,5233,663.0,524.0,3794440.6207244,235420.11401283,3794559.6207244,235265.11401283
386,527,5271,5272,5273,,,3794540.6207244,235712.11401283,3794367.6207244,235642.11401283
380,533,5331,5332,5333,,,3794540.6207244,235977.11401283,3794318.6207244,235865.11401283
434,479,0,4792,4793,481.0,480.0,3794521.6207244,237526.11401283,3794533.6207244,237535.11401283
439,474,0,4742,4743,478.0,475.0,3794456.6207244,237608.11401283,3794533.6207244,237536.11401283
362,551,5511,5512,5513,,,3794526.6207244,236763.11401283,3794218.6207244,236614.11401283
713,100,1001,1002,1003,,,3794525.6207244,234163.11401283,3794500.6207244,234331.11401283
432,481,4811,4812,4813,,,3794510.6207244,237487.11401283,3794520.6207244,237525.11401283
433,480,4801,4802,4803,,,3794464.6207244,237523.11401283,3794520.6207244,237527.11401283
368,545,5451,5452,5453,,,3794497.6207244,236420.11401283,3794509.6207244,236338.11401283
306,607,6071,6072,6073,,,3794510.6207244,238851.11401283,3794291.6207244,238475.11401283
370,543,0,5432,5433,545.0,544.0,3794509.6207244,236337.11401283,3794365.6207244,236145.11401283
729,84,841,842,843,,,3794503.6207244,233781.11401283,3794182.6207244,233828.11401283
714,99,0,992,993,101.0,100.0,3794499.6207244,234331.11401283,3794362.6207244,234435.11401283
688,125,1251,1252,1253,,,3794495.6207244,234786.11401283,3794461.6207244,234799.11401283
247,666,6661,6662,6663,,,3794106.6207244,235467.11401283,3794372.6207244,235108.11401283
437,476,4761,4762,4763,,,3794437.6207244,237895.11401283,3794429.6207244,237722.11401283
382,531,5311,5312,5313,,,3794464.6207244,235857.11401283,3794298.6207244,235807.11401283
689,124,0,1242,1243,126.0,125.0,3794460.6207244,234800.11401283,3794421.6207244,234825.11401283
438,475,0,4752,4753,477.0,476.0,3794429.6207244,237721.11401283,3794455.6207244,237609.11401283
435,478,4781,4782,4783,,,3794336.6207244,237634.11401283,3794455.6207244,237608.11401283
680,133,1331,1332,1333,,,3794450.6207244,234828.11401283,3794421.6207244,234826.11401283
389,524,0,5242,5243,656.0,525.0,3794337.6207244,235592.11401283,3794440.6207244,235421.11401283
250,663,6631,6632,6633,,,3794347.6207244,235515.11401283,3794439.6207244,235421.11401283
699,114,1141,1142,1143,,,3794438.6207244,234616.11401283,3794382.6207244,234445.11401283
310,603,0,6032,6033,605.0,604.0,3794437.6207244,238505.11401283,3794291.6207244,238470.11401283
436,477,4771,4772,4773,,,3794303.6207244,237882.11401283,3794428.6207244,237722.11401283
690,123,0,1232,1233,133.0,124.0,3794420.6207244,234825.11401283,3794303.6207244,234831.11401283
676,137,0,1372,1373,139.0,138.0,3794400.6207244,235050.11401283,3794321.6207244,235005.11401283
357,556,5561,5562,5563,,,3794389.6207244,236991.11401283,3794284.6207244,236967.11401283
723,90,901,902,903,,,3794387.6207244,234161.11401283,3794193.6207244,234171.11401283
707,106,0,1062,1063,114.0,107.0,3794381.6207244,234445.11401283,3794362.6207244,234436.11401283
246,667,6671,6672,6673,,,3794370.6207244,235185.11401283,3794372.6207244,235109.11401283
735,78,781,782,783,,,3794372.6207244,233512.11401283,3794024.6207244,233545.11401283
248,665,0,6652,6653,667.0,666.0,3794371.6207244,235108.11401283,3794309.6207244,235038.11401283
679,134,1341,1342,1343,,,3794369.6207244,234945.11401283,3794303.6207244,234832.11401283
385,528,5281,5282,5283,,,3794367.6207244,235671.11401283,3794366.6207244,235642.11401283
387,526,0,5262,5263,528.0,527.0,3794366.6207244,235641.11401283,3794355.6207244,235634.11401283
376,537,0,5372,5373,543.0,538.0,3794364.6207244,236144.11401283,3794268.6207244,236076.11401283
715,98,0,982,983,106.0,99.0,3794361.6207244,234436.11401283,3794079.6207244,234417.11401283
366,547,5471,5472,5473,,,3794361.6207244,236428.11401283,3794256.6207244,236278.11401283
360,553,5531,5532,5533,,,3794361.6207244,236854.11401283,3794195.6207244,236692.11401283
388,525,0,5252,5253,529.0,526.0,3794355.6207244,235633.11401283,3794337.6207244,235593.11401283
384,529,0,5292,5293,655.0,530.0,3794296.6207244,235804.11401283,3794354.6207244,235634.11401283
314,599,5991,5992,5993,,,3794353.6207244,238290.11401283,3794212.6207244,238295.11401283
379,534,0,5342,5343,654.0,535.0,3794265.6207244,236023.11401283,3794317.6207244,235864.11401283
257,656,0,6562,6563,658.0,657.0,3794111.6207244,235648.11401283,3794336.6207244,235593.11401283
249,664,0,6642,6643,668.0,665.0,3794308.6207244,235037.11401283,3794321.6207244,235006.11401283
381,532,0,5322,5323,534.0,533.0,3794318.6207244,235864.11401283,3794297.6207244,235807.11401283
677,136,0,1362,1363,664.0,137.0,3794320.6207244,235005.11401283,3794139.6207244,234837.11401283
312,601,6011,6012,6013,,,3794317.6207244,238354.11401283,3794207.6207244,238326.11401283
244,669,6691,6692,6693,,,3794286.6207244,235201.11401283,3794306.6207244,235040.11401283
696,117,1171,1172,1173,,,3794312.6207244,234597.11401283,3794108.6207244,234519.11401283
245,668,0,6682,6683,670.0,669.0,3794306.6207244,235039.11401283,3794307.6207244,235038.11401283
243,670,0,6702,6703,672.0,671.0,3794265.6207244,235015.11401283,3794305.6207244,235040.11401283
691,122,0,1222,1223,134.0,123.0,3794302.6207244,234831.11401283,3794117.6207244,234795.11401283
356,557,5571,5572,5573,,,3794277.6207244,237036.11401283,3794284.6207244,236968.11401283
383,530,0,5302,5303,532.0,531.0,3794297.6207244,235806.11401283,3794296.6207244,235805.11401283
258,655,6551,6552,6553,,,3794235.6207244,235804.11401283,3794295.6207244,235805.11401283
307,606,0,6062,0,608.0,607.0,3794291.6207244,238474.11401283,3794291.6207244,238471.11401283
311,602,0,6022,6023,606.0,603.0,3794290.6207244,238470.11401283,3794206.6207244,238326.11401283
305,608,6081,6082,6083,,,3794241.6207244,238512.11401283,3794290.6207244,238475.11401283
740,73,731,732,733,,,3794286.6207244,233440.11401283,3794008.6207244,233391.11401283
358,555,0,5552,5553,557.0,556.0,3794283.6207244,236967.11401283,3794166.6207244,236763.11401283
367,546,0,5462,5463,548.0,547.0,3794256.6207244,236277.11401283,3794266.6207244,236077.11401283
377,536,0,5362,5363,546.0,537.0,3794267.6207244,236076.11401283,3794265.6207244,236025.11401283
378,535,0,5352,0,565.0,536.0,3794265.6207244,236024.11401283,3794265.6207244,236024.11401283
695,118,1181,1182,1183,,,3794264.6207244,234782.11401283,3794107.6207244,234519.11401283
241,672,6721,6722,6723,,,3794174.6207244,235033.11401283,3794264.6207244,235014.11401283
242,671,6711,6712,6713,,,3794073.6207244,235304.11401283,3794264.6207244,235015.11401283
259,654,6541,6542,6543,,,3794099.6207244,235905.11401283,3794264.6207244,236024.11401283
348,565,0,5652,5653,647.0,566.0,3794194.6207244,236130.11401283,3794264.6207244,236025.11401283
365,548,0,5482,5483,550.0,549.0,3794222.6207244,236585.11401283,3794255.6207244,236278.11401283
364,549,5491,5492,5493,,,3794247.6207244,236594.11401283,3794223.6207244,236586.11401283
724,89,891,892,893,,,3794234.6207244,234146.11401283,3794193.6207244,234170.11401283
728,85,851,852,853,,,3794226.6207244,233822.11401283,3794182.6207244,233829.11401283
363,550,0,5502,5503,552.0,551.0,3794218.6207244,236613.11401283,3794222.6207244,236586.11401283
320,593,5931,5932,5933,,,3794218.6207244,237980.11401283,3793956.6207244,237906.11401283
361,552,0,5522,5523,554.0,553.0,3794194.6207244,236691.11401283,3794217.6207244,236614.11401283
315,598,0,5982,5983,600.0,599.0,3794211.6207244,238294.11401283,3794106.6207244,238223.11401283
313,600,0,6002,6003,602.0,601.0,3794206.6207244,238325.11401283,3794211.6207244,238295.11401283
720,93,931,932,933,,,3794204.6207244,234257.11401283,3794100.6207244,234198.11401283
352,561,5611,5612,5613,,,3794197.6207244,237211.11401283,3794112.6207244,237172.11401283
347,566,0,5662,5663,646.0,567.0,3794164.6207244,236286.11401283,3794194.6207244,236131.11401283
359,554,0,5542,5543,558.0,555.0,3794166.6207244,236762.11401283,3794194.6207244,236692.11401283
266,647,0,6472,6473,651.0,648.0,3793995.6207244,236127.11401283,3794193.6207244,236131.11401283
725,88,0,882,883,90.0,89.0,3794192.6207244,234170.11401283,3794076.6207244,234135.11401283
747,66,661,662,663,,,3794183.6207244,233116.11401283,3793979.6207244,233167.11401283
730,83,0,832,833,85.0,84.0,3794181.6207244,233829.11401283,3794126.6207244,233858.11401283
316,597,5971,5972,5973,,,3794180.6207244,238168.11401283,3794106.6207244,238222.11401283
355,558,0,5582,5583,564.0,559.0,3794065.6207244,236971.11401283,3794165.6207244,236763.11401283
346,567,0,5672,5673,643.0,568.0,3794153.6207244,236325.11401283,3794164.6207244,236287.11401283
267,646,6461,6462,6463,,,3793749.6207244,236317.11401283,3794163.6207244,236286.11401283
741,72,721,722,723,,,3794157.6207244,233439.11401283,3794008.6207244,233390.11401283
240,673,6731,6732,6733,,,3794157.6207244,234917.11401283,3794138.6207244,234837.11401283
345,568,0,5682,5683,642.0,569.0,3793982.6207244,236586.11401283,3794153.6207244,236326.11401283
270,643,0,6432,6433,645.0,644.0,3793684.6207244,236472.11401283,3794152.6207244,236325.11401283
324,589,5891,5892,5893,,,3794152.6207244,237755.11401283,3793894.6207244,237715.11401283
719,94,941,942,943,,,3794139.6207244,234418.11401283,3794099.6207244,234198.11401283
678,135,0,1352,1353,673.0,136.0,3794138.6207244,234836.11401283,3794115.6207244,234796.11401283
744,69,691,692,693,,,3794130.6207244,233339.11401283,3793988.6207244,233347.11401283
731,82,0,822,823,86.0,83.0,3794125.6207244,233859.11401283,3794085.6207244,233853.11401283
326,587,5871,5872,5873,,,3794124.6207244,237611.11401283,3793875.6207244,237700.11401283
692,121,0,1212,1213,135.0,122.0,3794116.6207244,234795.11401283,3794108.6207244,234787.11401283
755,58,581,582,583,,,3794115.6207244,233023.11401283,3793822.6207244,233119.11401283
351,562,5621,5622,5623,,,3794040.6207244,237318.11401283,3794111.6207244,237172.11401283
353,560,0,5602,5603,562.0,561.0,3794111.6207244,237171.11401283,3794096.6207244,237156.11401283
255,658,0,6582,6583,660.0,659.0,3794066.6207244,235633.11401283,3794110.6207244,235648.11401283
256,657,6571,6572,6573,,,3793900.6207244,235852.11401283,3794110.6207244,235649.11401283
239,674,0,6742,6743,676.0,675.0,3793909.6207244,235120.11401283,3794107.6207244,234787.11401283
697,116,0,1162,1163,118.0,117.0,3794107.6207244,234518.11401283,3794067.6207244,234484.11401283
693,120,0,1202,1203,674.0,121.0,3794107.6207244,234786.11401283,3794052.6207244,234499.11401283
317,596,0,5962,5963,598.0,597.0,3794105.6207244,238222.11401283,3794083.6207244,238210.11401283
746,67,671,672,673,,,3794103.6207244,233216.11401283,3793979.6207244,233169.11401283
721,92,0,922,923,94.0,93.0,3794099.6207244,234197.11401283,3794064.6207244,234183.11401283
354,559,0,5592,5593,563.0,560.0,3794095.6207244,237155.11401283,3794065.6207244,236972.11401283
350,563,5631,5632,5633,,,3794059.6207244,237183.11401283,3794095.6207244,237156.11401283
304,609,0,6092,6093,611.0,610.0,3794065.6207244,238394.11401283,3794082.6207244,238210.11401283
734,79,791,792,793,,,3794093.6207244,233697.11401283,3794024.6207244,233546.11401283
726,87,0,872,873,91.0,88.0,3794075.6207244,234135.11401283,3794084.6207244,233853.11401283
732,81,0,812,813,87.0,82.0,3794085.6207244,233852.11401283,3794025.6207244,233770.11401283
716,97,0,972,973,115.0,98.0,3794078.6207244,234416.11401283,3794077.6207244,234349.11401283
318,595,0,5952,5953,609.0,596.0,3794082.6207244,238209.11401283,3793925.6207244,238099.11401283
717,96,0,962,963,678.0,97.0,3794077.6207244,234348.11401283,3794059.6207244,234192.11401283
698,115,0,1152,1153,119.0,116.0,3794067.6207244,234483.11401283,3794078.6207244,234417.11401283
235,678,0,6782,6783,742.0,679.0,3793863.6207244,234626.11401283,3794076.6207244,234349.11401283
722,91,0,912,913,95.0,92.0,3794064.6207244,234182.11401283,3794075.6207244,234136.11401283
303,610,6101,6102,6103,,,3794073.6207244,238485.11401283,3794065.6207244,238395.11401283
694,119,0,1192,1193,677.0,120.0,3794053.6207244,234498.11401283,3794066.6207244,234484.11401283
253,660,0,6602,6603,662.0,661.0,3793732.6207244,235564.11401283,3794065.6207244,235633.11401283
254,659,6591,6592,6593,,,3793729.6207244,235803.11401283,3794065.6207244,235634.11401283
349,564,5641,5642,5643,,,3793955.6207244,237080.11401283,3794064.6207244,236972.11401283
302,611,6111,6112,6113,,,3794034.6207244,238421.11401283,3794064.6207244,238395.11401283
718,95,0,952,953,743.0,96.0,3794059.6207244,234191.11401283,3794063.6207244,234183.11401283
170,743,7431,7432,7433,,,3794020.6207244,234228.11401283,3794058.6207244,234191.11401283
236,677,6771,6772,6773,,,3793880.6207244,234730.11401283,3794052.6207244,234497.11401283
322,591,5911,5912,5913,,,3794026.6207244,237821.11401283,3793948.6207244,237826.11401283
733,80,0,802,803,744.0,81.0,3794024.6207244,233769.11401283,3793973.6207244,233527.11401283
169,744,0,7442,7443,748.0,745.0,3793951.6207244,234167.11401283,3794024.6207244,233770.11401283
343,570,5701,5702,5703,,,3794024.6207244,236619.11401283,3793963.6207244,236612.11401283
736,77,0,772,773,79.0,78.0,3794023.6207244,233546.11401283,3793973.6207244,233526.11401283
739,74,741,742,743,,,3794021.6207244,233429.11401283,3793986.6207244,233388.11401283
742,71,0,712,713,73.0,72.0,3794007.6207244,233390.11401283,3793986.6207244,233387.11401283
262,651,0,6512,6513,653.0,652.0,3793492.6207244,236001.11401283,3793994.6207244,236126.11401283
265,648,0,6482,6483,650.0,649.0,3793605.6207244,236217.11401283,3793994.6207244,236127.11401283
743,70,0,702,703,74.0,71.0,3793985.6207244,233387.11401283,3793987.6207244,233347.11401283
758,55,551,552,553,,,3793988.6207244,232961.11401283,3793858.6207244,233062.11401283
745,68,0,682,683,70.0,69.0,3793987.6207244,233346.11401283,3793919.6207244,233220.11401283
271,642,6421,6422,6423,,,3793755.6207244,236589.11401283,3793981.6207244,236586.11401283
344,569,0,5692,5693,571.0,570.0,3793963.6207244,236611.11401283,3793981.6207244,236587.11401283
748,65,0,652,653,67.0,66.0,3793978.6207244,233168.11401283,3793925.6207244,233198.11401283
737,76,0,762,763,80.0,77.0,3793972.6207244,233526.11401283,3793923.6207244,233396.11401283
342,571,0,5712,5713,641.0,572.0,3793911.6207244,236654.11401283,3793962.6207244,236612.11401283
321,592,0,5922,5923,594.0,593.0,3793956.6207244,237905.11401283,3793947.6207244,237826.11401283
319,594,0,5942,5943,612.0,595.0,3793925.6207244,238098.11401283,3793955.6207244,237906.11401283
168,745,0,7452,7453,747.0,746.0,3793914.6207244,234193.11401283,3793951.6207244,234168.11401283
165,748,0,7482,7483,750.0,749.0,3793671.6207244,234200.11401283,3793950.6207244,234168.11401283
323,590,0,5902,5903,592.0,591.0,3793947.6207244,237825.11401283,3793893.6207244,237716.11401283
749,64,641,642,643,,,3793941.6207244,233150.11401283,3793923.6207244,233198.11401283
238,675,6751,6752,6753,,,3793892.6207244,235304.11401283,3793909.6207244,235121.11401283
157,756,0,7562,7563,758.0,757.0,3793901.6207244,233492.11401283,3793916.6207244,233427.11401283
301,612,6121,6122,6123,,,3793858.6207244,238317.11401283,3793924.6207244,238099.11401283
750,63,0,632,633,65.0,64.0,3793924.6207244,233199.11401283,3793919.6207244,233219.11401283
738,75,0,752,753,755.0,76.0,3793922.6207244,233395.11401283,3793879.6207244,233254.11401283
158,755,0,7552,7553,759.0,756.0,3793915.6207244,233426.11401283,3793922.6207244,233396.11401283
751,62,0,622,623,68.0,63.0,3793918.6207244,233220.11401283,3793880.6207244,233254.11401283
154,759,0,7592,7593,811.0,760.0,3793734.6207244,233588.11401283,3793914.6207244,233427.11401283
166,747,7471,7472,7473,,,3793856.6207244,234299.11401283,3793913.6207244,234193.11401283
167,746,7461,7462,7463,,,3793595.6207244,234477.11401283,3793913.6207244,234194.11401283
156,757,7571,7572,7573,,,3793564.6207244,234048.11401283,3793901.6207244,233493.11401283
272,641,6411,6412,6413,,,3793890.6207244,236641.11401283,3793910.6207244,236654.11401283
341,572,0,5722,5723,574.0,573.0,3793888.6207244,236676.11401283,3793910.6207244,236655.11401283
237,676,6761,6762,6763,,,3793830.6207244,235196.11401283,3793908.6207244,235121.11401283
340,573,5731,5732,5733,,,3793907.6207244,236769.11401283,3793888.6207244,236677.11401283
155,758,7581,7582,7583,,,3793787.6207244,233578.11401283,3793900.6207244,233493.11401283
325,588,0,5882,5883,590.0,589.0,3793893.6207244,237715.11401283,3793875.6207244,237701.11401283
329,584,5841,5842,5843,,,3793889.6207244,237497.11401283,3793694.6207244,237444.11401283
757,56,561,562,563,,,3793888.6207244,233050.11401283,3793859.6207244,233063.11401283
339,574,0,5742,5743,638.0,575.0,3793680.6207244,236768.11401283,3793887.6207244,236677.11401283
752,61,0,612,613,75.0,62.0,3793879.6207244,233253.11401283,3793872.6207244,233247.11401283
327,586,0,5862,5863,588.0,587.0,3793874.6207244,237700.11401283,3793690.6207244,237488.11401283
753,60,0,602,603,812.0,61.0,3793871.6207244,233246.11401283,3793825.6207244,233124.11401283
101,812,8121,8122,8123,,,3793829.6207244,233254.11401283,3793871.6207244,233247.11401283
171,742,7421,7422,7423,,,3793750.6207244,234586.11401283,3793862.6207244,234625.11401283
234,679,0,6792,6793,735.0,680.0,3793806.6207244,234740.11401283,3793862.6207244,234627.11401283
759,54,0,542,543,56.0,55.0,3793858.6207244,233063.11401283,3793856.6207244,233067.11401283
760,53,531,532,533,,,3793845.6207244,232849.11401283,3793855.6207244,233067.11401283
761,52,0,522,523,54.0,53.0,3793855.6207244,233068.11401283,3793809.6207244,233098.11401283
331,582,5821,5822,5823,,,3793837.6207244,237237.11401283,3793694.6207244,237216.11401283
100,813,0,8132,8133,819.0,814.0,3793729.6207244,233189.11401283,3793824.6207244,233124.11401283
754,59,0,592,593,813.0,60.0,3793824.6207244,233123.11401283,3793821.6207244,233120.11401283
756,57,0,572,573,59.0,58.0,3793821.6207244,233119.11401283,3793809.6207244,233099.11401283
233,680,0,6802,6803,682.0,681.0,3793650.6207244,234907.11401283,3793806.6207244,234741.11401283
762,51,0,512,513,57.0,52.0,3793808.6207244,233098.11401283,3793516.6207244,233020.11401283
178,735,0,7352,7353,739.0,736.0,3793492.6207244,234691.11401283,3793805.6207244,234741.11401283
98,815,8151,8152,8153,,,3793733.6207244,233375.11401283,3793731.6207244,233196.11401283
335,578,5781,5782,5783,,,3793760.6207244,236991.11401283,3793637.6207244,236895.11401283
153,760,0,7602,7603,762.0,761.0,3793680.6207244,233658.11401283,3793734.6207244,233589.11401283
102,811,8111,8112,8113,,,3793593.6207244,233616.11401283,3793733.6207244,233588.11401283
251,662,6621,6622,6623,,,3793684.6207244,235582.11401283,3793731.6207244,235564.11401283
252,661,6611,6612,6613,,,3793685.6207244,235619.11401283,3793731.6207244,235565.11401283
99,814,0,8142,8143,816.0,815.0,3793730.6207244,233195.11401283,3793729.6207244,233190.11401283
97,816,0,8162,8163,818.0,817.0,3793688.6207244,233304.11401283,3793730.6207244,233196.11401283
94,819,8191,8192,8193,,,3793696.6207244,233194.11401283,3793728.6207244,233190.11401283
298,615,0,6152,6153,617.0,616.0,3793715.6207244,237738.11401283,3793693.6207244,237610.11401283
297,616,6161,6162,6163,,,3793655.6207244,237930.11401283,3793715.6207244,237739.11401283
296,617,0,6172,6173,619.0,618.0,3793688.6207244,237761.11401283,3793714.6207244,237738.11401283
769,44,441,442,443,,,3793713.6207244,232874.11401283,3793556.6207244,232758.11401283
332,581,0,5812,5813,583.0,582.0,3793694.6207244,237215.11401283,3793648.6207244,237120.11401283
330,583,0,5832,5833,585.0,584.0,3793694.6207244,237443.11401283,3793693.6207244,237216.11401283
232,681,6811,6812,6813,,,3793698.6207244,234981.11401283,3793650.6207244,234908.11401283
328,585,0,5852,5853,613.0,586.0,3793689.6207244,237488.11401283,3793693.6207244,237444.11401283
299,614,0,6142,6143,620.0,615.0,3793692.6207244,237609.11401283,3793675.6207244,237551.11401283
293,620,6201,6202,6203,,,3793641.6207244,237692.11401283,3793692.6207244,237610.11401283
300,613,0,6132,6133,621.0,614.0,3793674.6207244,237550.11401283,3793689.6207244,237489.11401283
95,818,8181,8182,8183,,,3793653.6207244,233298.11401283,3793687.6207244,233304.11401283
96,817,8171,8172,8173,,,3793419.6207244,233478.11401283,3793687.6207244,233305.11401283
294,619,6191,6192,6193,,,3793614.6207244,237775.11401283,3793687.6207244,237761.11401283
295,618,6181,6182,6183,,,3793590.6207244,237824.11401283,3793687.6207244,237762.11401283
268,645,6451,6452,6453,,,3793629.6207244,236427.11401283,3793683.6207244,236471.11401283
269,644,6441,6442,6443,,,3793660.6207244,236469.11401283,3793683.6207244,236472.11401283
152,761,7611,7612,7613,,,3793575.6207244,233782.11401283,3793680.6207244,233659.11401283
338,575,0,5752,5753,633.0,576.0,3793673.6207244,236781.11401283,3793680.6207244,236769.11401283
151,762,0,7622,7623,810.0,763.0,3793445.6207244,233789.11401283,3793679.6207244,233658.11401283
275,638,0,6382,6383,640.0,639.0,3793583.6207244,236671.11401283,3793679.6207244,236768.11401283
291,622,6221,6222,6223,,,3793669.6207244,237347.11401283,3793648.6207244,237121.11401283
164,749,7491,7492,7493,,,3793655.6207244,234265.11401283,3793671.6207244,234201.11401283
337,576,0,5762,5763,626.0,577.0,3793649.6207244,236845.11401283,3793673.6207244,236782.11401283
292,621,6211,6212,6213,,,3793663.6207244,237571.11401283,3793673.6207244,237551.11401283
280,633,0,6332,6333,637.0,634.0,3793447.6207244,236848.11401283,3793672.6207244,236781.11401283
163,750,0,7502,7503,754.0,751.0,3793558.6207244,234214.11401283,3793670.6207244,234200.11401283
231,682,0,6822,6823,684.0,683.0,3793572.6207244,234986.11401283,3793649.6207244,234907.11401283
